"","time","open","high","low","close","volume","amount","trades","volumsOFbuy","amountOFbuy","changeDir","fluct_pct"
"303",2018-10-31,6330.01,6428,6245.02,6371.93,12148.888216,76970488.2816604,111552,6037.752817,38272580.5838158,"up",2.93
"304",2018-11-01,6369.52,6442.65,6348.66,6410,9099.035841,58031686.8315247,89601,4560.735608,29086134.3288204,"up",1.48
"305",2018-11-02,6410,6460.34,6388.2,6433.98,9739.440679,62589428.2202487,109482,4961.635216,31889801.2823013,"up",1.13
"306",2018-11-03,6432.8,6439.97,6345,6387.09,7661.241476,48934237.9399193,83836,3635.868957,23226775.948305,"down",1.5
"307",2018-11-04,6388,6525,6359,6485.85,10592.394943,68169573.18695,126200,5716.258624,36792110.4972389,"up",2.61
"308",2018-11-05,6485.85,6504.39,6431.02,6468.99,8987.882156,58127213.1393159,114235,4555.523431,29465680.2385956,"down",1.14
"309",2018-11-06,6468.99,6531.31,6445.18,6519.11,11926.565699,77336101.1871947,150475,5734.321131,37189108.733067,"up",1.34
"310",2018-11-07,6522.73,6615.15,6509,6578.46,14271.591117,93820576.6346396,151060,7059.087973,46413326.0558206,"up",1.63
"311",2018-11-08,6578.46,6594,6468.22,6479.84,13259.789282,86450363.6783523,145405,6370.531258,41543352.2967871,"down",1.94
"312",2018-11-09,6479.84,6511.53,6391.01,6419.99,11787.616583,75997777.5025591,117043,5993.771062,38655506.512816,"down",1.89
"313",2018-11-10,6419.99,6475.55,6411,6433.05,7714.829926,49745307.6412397,97746,3714.135468,23951565.8348147,"up",1.01
"314",2018-11-11,6435.16,6462.14,6355,6449.81,8213.507117,52709099.3178461,98435,3799.700665,24388849.499357,"up",1.69
"315",2018-11-12,6450.71,6497,6421,6453.07,10132.782567,65390882.1408842,123144,5162.630429,33319237.9133648,"up",1.18
"316",2018-11-13,6451.68,6498,6391.15,6457.66,11790.564933,76142983.1519635,150940,6176.466277,39897081.367383,"up",1.67
"317",2018-11-14,6458.98,6482.84,5656.87,5922.41,46478.964003,279632622.894368,319011,20429.546888,122727749.846815,"down",14.6
"318",2018-11-15,5917.2,5939.54,5403.42,5753.4,47700.829401,270133503.661313,303825,24424.593996,138413226.331241,"down",9.92
"319",2018-11-16,5757.09,5782.89,5549.25,5655.94,38721.802274,219097215.966752,221493,20864.470681,118076678.416185,"down",4.21
"320",2018-11-17,5650.57,5656.6,5565.43,5628.29,26411.241413,148072393.102104,171403,14662.946203,82212555.9585541,"down",1.64
"321",2018-11-18,5630.49,5738.17,5617,5662,23844.999347,134893236.986224,154817,12870.692954,72812616.9896453,"up",2.16
"322",2018-11-19,5661.94,5664,4855,4910.03,70580.892856,368688743.454409,378495,34832.065477,181961869.369402,"down",16.66
"323",2018-11-20,4913.4,5048.24,4326,4558.86,117380.95159,548036628.729357,596769,60016.157716,280209159.006418,"down",16.7
"324",2018-11-21,4559.91,4787.2,4413.85,4661.07,61071.829475,281264433.484659,301920,31538.610809,145270590.605861,"up",8.46
"325",2018-11-22,4661.08,4721.77,4335,4370,34531.119143,157459733.724147,180335,17104.716369,78079163.8383825,"down",8.92
"326",2018-11-23,4370.9,4484,4222.94,4420.61,49371.920322,215283656.115395,227935,25825.008932,112703529.402858,"up",6.18
"327",2018-11-24,4415.63,4527,3824.69,3932.44,61693.111006,258702927.699164,275070,30242.189194,127231531.566151,"down",18.36
"328",2018-11-25,3933.68,4233,3652.66,4085.78,101693.975588,398253568.529238,428171,53212.171,208468641.386655,"up",15.89
"329",2018-11-26,4088.69,4206,3701,3862.2,94503.750767,373225761.807408,413329,48232.143406,190642350.091405,"down",13.64
"330",2018-11-27,3864.45,3940,3689.12,3875.21,67480.607212,257593168.121825,288731,36322.283916,138747058.929806,"up",6.8
"331",2018-11-28,3875.63,4394.47,3874.27,4264.85,91983.567949,382697308.297627,386714,47319.594419,196769358.565505,"up",13.43
"332",2018-11-29,4262.06,4450.38,4125.65,4295.84,73980.198669,316809038.409883,316601,36962.473603,158303080.305488,"up",7.87
"333",2018-11-30,4295.72,4341.36,3943,4041.32,67758.446283,278810574.935784,288098,33803.976753,139232146.692749,"down",10.1
"334",2018-12-01,4041.27,4299.99,3963.01,4190.02,44840.073481,186157614.315597,205472,22425.41131,93092891.0509503,"up",8.5
"335",2018-12-02,4190.98,4312.99,4103.04,4161.01,38912.15479,162917339.006474,178087,19632.485758,82236824.7820034,"down",5.12
"336",2018-12-03,4160.55,4179,3827,3884.01,49094.369163,195055919.543373,207134,23219.634345,92281403.0479723,"down",9.2
"337",2018-12-04,3884.76,4085,3781,3951.64,48489.551613,191673423.706266,220815,23934.235906,94658347.0802041,"up",8.04
"338",2018-12-05,3950.98,3970,3745,3769.84,44004.799448,169404368.191572,199011,20500.981593,78965669.6640311,"down",6.01
"339",2018-12-06,3768.44,3899.99,3500,3508.75,68378.796943,254722331.494941,293512,32658.461385,121928277.435864,"down",11.43
"340",2018-12-07,3508.75,3549.99,3224.6,3403.55,95145.457442,322364604.280209,413521,47770.637792,161888033.898644,"down",10.09
"341",2018-12-08,3403.57,3495,3222,3410.93,55365.949949,187909876.248947,253650,29371.741091,99748773.2528601,"up",8.47
"342",2018-12-09,3411.36,3658,3394.04,3545.37,45956.893296,161618597.82859,194567,23399.945608,82219737.9350548,"up",7.78
"343",2018-12-10,3548.49,3610,3370.11,3432.88,40989.244553,142507933.073579,192599,20615.038255,71728122.2776243,"down",7.12
"344",2018-12-11,3434.01,3480,3324.32,3380.39,35920.864154,121841475.292819,162266,18443.626714,62566361.8636569,"down",4.68
"345",2018-12-12,3379.23,3492,3350,3445,33922.931286,116227185.792401,152067,18127.198706,62102213.798852,"up",4.24
"346",2018-12-13,3446.38,3460,3255.5,3302.06,40040.917013,134817053.727483,160471,19671.315079,66262762.3004497,"down",6.28
"347",2018-12-14,3302.06,3335.39,3177,3224.17,44492.983807,145101409.493598,184525,22546.670128,73559210.3018472,"down",4.99
"348",2018-12-15,3225.19,3276.5,3156.26,3211.72,29796.041436,95588793.6405884,139806,16044.57843,51480397.9010543,"down",3.81
"349",2018-12-16,3211.71,3294,3186,3228.67,24628.808538,80068159.4048184,125565,13109.773513,42626126.4056562,"up",3.39
"350",2018-12-17,3229.22,3585,3216,3509.08,66761.751697,228756567.649547,283814,34567.214438,118345866.958013,"up",11.47
"351",2018-12-18,3509.03,3678.59,3424.47,3652.98,61369.615257,216563775.025232,296433,32075.600521,113218237.087279,"up",7.42
"352",2018-12-19,3653,3912.73,3622.55,3662.22,94137.341014,352638213.538531,434026,48106.758907,180189225.298994,"up",8.01
"353",2018-12-20,3660.01,4120,3635,4049.62,101543.835986,399967057.782816,500506,52772.933168,207803692.003692,"up",13.34
"354",2018-12-21,4051.86,4139.99,3764,3838.66,82343.850112,325803279.96267,436187,41365.888997,163730611.792752,"down",9.99
"355",2018-12-22,3840.25,3979,3785,3948.91,42822.350872,165085567.585566,249148,22602.324084,87158242.3893017,"up",5.13
"356",2018-12-23,3948.91,4021.53,3870,3929.71,40117.531529,158756356.817624,258417,20216.880715,80034022.8800295,"down",3.92
"357",2018-12-24,3929.71,4198,3924.83,4008.01,64647.809129,264628967.065911,400403,33124.508698,135645529.906152,"up",6.96
"358",2018-12-25,4010.11,4020,3646.41,3745.79,62725.629432,235584302.952561,356377,31541.976272,118404280.497686,"down",10.25
"359",2018-12-26,3745.56,3837.15,3656.74,3777.74,42629.375817,159705204.504156,267746,22292.219845,83539027.8284803,"up",4.93
"360",2018-12-27,3777.74,3813.98,3535,3567.91,44097.392912,161915849.873105,262733,22249.473824,81803859.0560658,"down",7.89
"361",2018-12-28,3567.89,3887.25,3540.04,3839.26,45964.304987,170638519.247279,251040,24449.924653,90747704.9025186,"up",9.81
"362",2018-12-29,3839,3892,3670,3695.32,38874.373903,148205200.107737,244844,19522.193046,74500753.1753603,"down",6.05
"363",2018-12-30,3696.71,3903.5,3657.9,3801.91,33222.369262,124966229.520229,218929,17427.342285,65587964.903511,"up",6.71
"364",2018-12-31,3803.12,3810,3630.33,3702.9,29991.77835,111847216.117082,190308,15523.796134,57912258.7628652,"down",4.95
"365",2019-01-01,3701.23,3810.16,3642,3797.14,23741.687033,88149249.0923046,154227,12919.155899,47973435.866858,"up",4.62
"366",2019-01-02,3796.45,3882.14,3750.45,3858.56,35156.463369,133876627.246511,218538,17921.600114,68277897.6610579,"up",3.51
"367",2019-01-03,3857.57,3862.74,3730,3766.78,29406.948359,111657372.695265,199812,14793.083267,56172495.4269298,"down",3.56
"368",2019-01-04,3767.2,3823.64,3703.57,3792.01,29519.554671,111034550.640662,192232,15579.303258,58616203.9778965,"up",3.24
"369",2019-01-05,3790.09,3840.99,3751,3770.96,30490.667751,115893501.275159,203673,14908.914175,56667455.3861594,"down",2.4
"370",2019-01-06,3771.12,4027.71,3740,3987.6,36553.806709,142198812.189147,240496,19772.887008,76903705.9300712,"up",7.69
"371",2019-01-07,3987.62,4017.9,3921.53,3975.45,31869.846264,126830380.492872,221219,16404.352241,65287611.6505614,"down",2.46
"372",2019-01-08,3976.76,4069.8,3903,3955.13,38901.423122,154778846.542366,242898,20047.977601,79781104.8953867,"down",4.27
"373",2019-01-09,3955.45,4006.81,3930.04,3966.65,28989.439511,115218950.315549,209240,14984.33702,59559010.745234,"up",1.95
"374",2019-01-10,3966.06,3996.01,3540,3585.88,59402.22851,221789348.034698,374760,28288.322574,105616252.063408,"down",12.88
"375",2019-01-11,3585.88,3658,3465,3601.31,38338.654733,137560743.62486,264996,19907.350586,71430015.6452215,"up",5.57
"376",2019-01-12,3601.31,3618.19,3530,3583.13,21999.928354,78908770.6765804,175679,11645.598846,41778835.5068098,"down",2.5
"377",2019-01-13,3584.1,3611.1,3441.3,3476.81,26385.757454,92882249.467379,183113,13692.42064,48229503.0153272,"down",4.93
"378",2019-01-14,3477.56,3671.87,3467.02,3626.09,35235.211215,125631820.067051,229452,18416.416902,65668831.1040099,"up",5.91
"379",2019-01-15,3626.08,3648.42,3516.62,3553.06,34137.997459,122785440.228875,231684,17225.622434,61971796.9125699,"down",3.75
"380",2019-01-16,3553.06,3645,3543.51,3591.84,27480.179977,98504455.2066654,205159,14183.69988,50843136.8152334,"up",2.86
"381",2019-01-17,3591.84,3634.7,3530.39,3616.21,29755.440838,106709136.973243,217797,16010.503395,57427195.9376738,"up",2.95
"382",2019-01-18,3613.32,3620,3565.75,3594.87,22713.446755,81699723.5447914,177567,12611.083757,45362975.236681,"down",1.52
"383",2019-01-19,3594.87,3720,3594.23,3665.3,22171.578123,81354185.9032599,175054,11637.258171,42690540.3078523,"up",3.5
"384",2019-01-20,3665.75,3693.73,3475,3539.28,27901.938598,99767239.9538145,204941,13875.111381,49633530.6380803,"down",6.29
"385",2019-01-21,3539.26,3559.51,3475.5,3526.9,19644.436839,69316548.7668555,160825,10462.020278,36918177.6350183,"down",2.42
"386",2019-01-22,3526.88,3608.5,3434.85,3570.93,29336.442967,103804480.11606,195484,15661.333001,55461347.6939766,"up",5.06
"387",2019-01-23,3570.41,3607.98,3514.5,3552.82,24938.842698,88816396.3458354,192892,13136.693253,46789527.0087881,"down",2.66
"388",2019-01-24,3552.97,3589,3529.22,3569.62,20826.25118,74037052.8663274,162159,10975.97457,39023591.8815241,"up",1.69
"389",2019-01-25,3569.07,3587.15,3522.51,3565.29,17608.346671,62634926.4552453,153413,9690.398152,34473989.3867067,"down",1.84
"390",2019-01-26,3566.69,3662.94,3545,3565.25,19476.532344,69841766.6469315,135369,10203.400315,36578851.5187991,"down",3.33
"391",2019-01-27,3565.62,3579,3486,3550.84,22735.598162,80743416.8465368,163855,11568.567399,41100311.4474003,"down",2.67
"392",2019-01-28,3550.05,3557.75,3380.27,3434.15,40405.111401,139258708.764309,260799,20334.271739,70100390.8172858,"down",5.25
"393",2019-01-29,3434,3443.45,3349.92,3411.04,29544.928977,100542807.464799,189650,15626.311231,53180295.1805174,"down",2.79
"394",2019-01-30,3410.04,3478,3387.1,3458.18,23968.260243,82521122.8619175,180820,13324.339628,45877250.0578734,"up",2.68
"395",2019-01-31,3457.5,3489.2,3418.8,3434.1,29607.190253,101928346.976997,198100,15325.828783,52764623.9505186,"down",2.06
"396",2019-02-01,3434.1,3488,3401.2,3462.07,25260.476159,87075914.2326683,167520,13533.344628,46664199.9490789,"up",2.55
"397",2019-02-02,3462.2,3526.4,3440.29,3504.77,17920.802,62134037.9753988,153234,9637.41923,33417963.6962455,"up",2.5
"398",2019-02-03,3504.06,3511.09,3426,3458.11,19867.33639,68801620.0624161,138592,10126.716143,35070884.4620562,"down",2.48
"399",2019-02-04,3458.11,3484.88,3433.31,3463.22,23131.981108,80024258.2276661,155686,12387.109781,42856551.6687407,"up",1.5
"400",2019-02-05,3463.22,3478.97,3448.43,3471.59,25264.41503,87491347.0638149,162066,13642.823084,47248405.2435704,"up",0.89
"401",2019-02-06,3471.57,3482.72,3380,3405.37,35310.244846,120500703.005157,207024,18054.008347,61609674.4999429,"down",3.04
"402",2019-02-07,3407,3426.45,3390,3398.4,18665.538638,63611505.7865722,148209,9971.89096,33985909.9802842,"down",1.08
"403",2019-02-08,3398.4,3733.58,3373.1,3659.04,47968.058013,170118212.461979,277242,25500.970345,90453750.9506644,"up",10.69
"404",2019-02-09,3660.27,3680.02,3625.13,3665.18,24759.833719,90488500.0676624,192209,13208.14275,48274378.2641721,"up",1.51
"405",2019-02-10,3665.18,3684.99,3609.76,3680.06,23250.602634,84696423.9623375,171099,12445.220546,45337811.0648593,"up",2.08
"406",2019-02-11,3679.75,3684.9,3615.53,3631.05,24954.614571,90731831.9042743,172626,12713.191666,46221559.6432121,"down",1.92
"407",2019-02-12,3631.05,3667.6,3582.34,3631.46,29479.59823,106766439.994365,198996,14986.119629,54283275.9687761,"up",2.38
"408",2019-02-13,3631.51,3670,3591.75,3609.4,25773.997648,93350740.9483057,167690,13552.84642,49100779.8282761,"down",2.18
"409",2019-02-14,3608.34,3626.4,3568.11,3590.56,21753.501261,78367545.5794593,155215,11271.17502,40602592.4597675,"down",1.63
"410",2019-02-15,3590.57,3653.23,3573.45,3602.47,20777.872899,74938358.1835287,151256,10840.396895,39106496.4970658,"up",2.23
"411",2019-02-16,3602.49,3648.2,3597.91,3618.41,19565.992751,70894921.8076153,149393,10452.11973,37873280.5714386,"up",1.4
"412",2019-02-17,3617.22,3700.11,3604.4,3667.58,25690.227779,93426433.1322613,179511,13004.164676,47317986.7940394,"up",2.66
"413",2019-02-18,3667.62,3925,3655,3898.6,64042.730492,242898012.769226,393515,33934.973171,128779026.654132,"up",7.39
"414",2019-02-19,3897.35,3994.52,3856,3907.79,50207.172667,197091641.0474,332281,27008.597566,106038298.750343,"up",3.59
"415",2019-02-20,3907.35,3986.98,3870.66,3969.74,36205.14085,142571564.56113,250176,19952.700984,78593009.217168,"up",3.01
"416",2019-02-21,3969.74,4016.48,3901.03,3937.31,31103.884728,122714273.874177,209571,16678.730945,65816472.0895193,"down",2.96
"417",2019-02-22,3937.31,3988,3926.65,3962,23943.16375,94739322.7455703,179588,12932.078494,51172984.8508417,"up",1.56
"418",2019-02-23,3962,4162.02,3933.15,4117.76,33657.942883,135782959.418273,231563,17790.396815,71727695.5046879,"up",5.82
"419",2019-02-24,4118,4198,3712.66,3743.56,62224.18689,244146803.51887,410578,30284.980963,118938981.430243,"down",13.07
"420",2019-02-25,3743.56,3872.66,3740,3827.92,38102.966245,145285565.203171,262716,20414.125316,77851143.9671955,"up",3.55
"421",2019-02-26,3828.44,3841.51,3777,3809.23,28838.748036,109932596.106094,213897,14790.213311,56376982.4823053,"down",1.71
"422",2019-02-27,3809.31,3838.85,3677.17,3818.07,31500.995466,119564023.120042,201626,16214.235846,61560455.2751597,"up",4.4
"423",2019-02-28,3818.04,3888,3763.87,3813.69,32561.961044,124703738.393368,233849,16907.092301,64761233.2496086,"down",3.3
"424",2019-03-01,3814.26,3857,3813.01,3823,23174.57217,88851336.5211179,179860,12773.952595,48982541.7434392,"up",1.15
"425",2019-03-02,3822.17,3841.31,3772.25,3819.93,19445.838355,74175357.778823,149854,10248.945655,39098061.9466488,"down",1.83
"426",2019-03-03,3819.97,3835,3781.32,3807.75,16718.16541,63791898.991597,127681,8854.218878,33793163.4860621,"down",1.42
"427",2019-03-04,3807.32,3830,3670.69,3715.3,34742.84166,129739738.238158,218615,18023.022407,67312533.2638188,"down",4.34
"428",2019-03-05,3716.1,3877.1,3703.55,3857.73,32962.536162,124945530.762145,202444,17980.127712,68134618.1820648,"up",4.69
"429",2019-03-06,3857.58,3907,3813.09,3861.84,24775.11883,95417637.5889866,165101,13139.774573,50622286.0620538,"up",2.46
"430",2019-03-07,3861.84,3905.4,3840.4,3873.64,26455.257661,102585458.383339,180520,13365.946213,51827450.4933165,"up",1.69
"431",2019-03-08,3873.63,3932,3800,3864.89,34730.366592,135000852.010359,211534,17947.934228,69791058.7474788,"down",3.47
"432",2019-03-09,3864.88,3971.75,3854.75,3943.04,30979.747653,121353606.968034,206869,16447.346558,64429542.99979,"up",3.04
"433",2019-03-10,3943.43,3943.43,3881.69,3916.82,23187.561412,90693949.7215073,167920,12518.496386,48968093.0871435,"down",1.59
"434",2019-03-11,3915.99,3936.98,3830,3871.61,38066.885705,147721971.094469,209916,19416.221014,75329574.1785143,"down",2.79
"435",2019-03-12,3871.61,3905.2,3826.06,3882.73,26921.008622,104393849.448448,182885,13827.421065,53624520.4549435,"up",2.07
"436",2019-03-13,3882.69,3893.56,3840,3866,24461.008757,94680049.4603375,186572,12839.146505,49699859.8255212,"down",1.39
"437",2019-03-14,3866,3920,3810.43,3877.12,27048.74853,104673038.776023,196651,14244.455319,55141147.2836477,"up",2.88
"438",2019-03-15,3877.12,3939.22,3872.2,3923.76,21740.061498,84919900.7174447,163866,12025.705534,46979306.8987303,"up",1.73
"439",2019-03-16,3924.46,4056.98,3921.98,4005.98,28568.376124,114227606.406817,216198,15580.63108,62301622.9125995,"up",3.44
"440",2019-03-17,4005.98,4012,3950.01,3981.14,18814.255577,74893913.0577603,146953,9927.116559,39524144.171391,"down",1.57
"441",2019-03-18,3981.85,4037,3953.33,3987.81,22454.47801,89526258.3891064,157876,11964.189769,47710908.0570987,"up",2.12
"442",2019-03-19,3987.83,4031,3970,4015.53,19893.741815,79503748.3626347,147394,10745.630565,42949860.7059246,"up",1.54
"443",2019-03-20,4017.48,4050,3980.5,4043.04,23432.300255,94019734.2332643,175036,12201.214279,48961351.1175032,"up",1.75
"444",2019-03-21,4043.04,4069.32,3880.01,3980.64,35997.682119,144010401.508451,236100,18704.221837,74835394.3920829,"down",4.88
"445",2019-03-22,3980.85,4008,3968.25,3986.93,20022.606318,79861943.8108997,153703,10561.694577,42127893.3506579,"up",1
"446",2019-03-23,3987.89,4018.83,3978.01,4006.01,17302.604318,69169819.8628637,143155,9491.144728,37945846.0402502,"up",1.03
"447",2019-03-24,4006.01,4006.02,3950,3992.18,17179.850648,68524082.7469562,131087,8617.365925,34375232.3690955,"down",1.42
"448",2019-03-25,3991.35,3999.3,3888.71,3936.12,33192.890217,131507366.375129,227739,17050.634827,67573128.1653155,"down",2.84
"449",2019-03-26,3935.47,3958.98,3894,3948.55,29349.537627,115330070.990715,192418,15963.905205,62738463.8918989,"up",1.67
"450",2019-03-27,3948.77,4048,3936.15,4038.05,32364.555852,129681258.016214,224309,17964.550601,71983196.7606255,"up",2.84
"451",2019-03-28,4039.58,4039.7,4002,4027.81,20089.293875,80822230.5798466,157060,10111.826276,40683986.7743012,"down",0.94
"452",2019-03-29,4028.22,4123.71,4024.03,4103.25,30084.217444,122585822.586505,203826,16800.509572,68459620.2724032,"up",2.48
"453",2019-03-30,4104.24,4140,4052,4106.97,19509.292601,79853835.581824,162463,10322.148775,42255037.0042894,"up",2.17
"454",2019-03-31,4106.99,4116.12,4082.57,4103.95,13525.087433,55472147.1270168,124046,6824.657378,27993469.1711273,"down",0.82
"455",2019-04-01,4102.44,4158.7,4067,4144.56,25507.067641,105388238.147889,184268,12915.28932,53371959.953274,"up",2.25
"456",2019-04-02,4144.54,4897.99,4140.54,4857.29,105383.639263,489018726.757507,609133,55726.141684,258300768.815403,"up",18.29
"457",2019-04-03,4857.19,5275.01,4753.5,4932.6,109890.125743,548900970.917884,692019,55975.584761,279654422.074914,"up",10.97
"458",2019-04-04,4932.59,5039.08,4777,4898.66,61054.254168,301411332.009024,419141,31203.308354,154090564.791152,"down",5.49
"459",2019-04-05,4898.64,5028.22,4880.62,5004.95,39768.552806,197660830.710967,292375,21235.636237,105586318.209916,"up",3.02
"460",2019-04-06,5004.96,5205,4928.59,5043.89,41770.842313,210963411.613132,281237,21796.021869,110119190.889178,"up",5.61
"461",2019-04-07,5042.07,5234,5026,5170.27,37615.486804,192916750.571904,274084,19504.612832,100069310.557137,"up",4.14
"462",2019-04-08,5170.27,5305,5039,5236.9,50178.430782,260487077.767567,350828,25302.165402,131396468.347385,"up",5.28
"463",2019-04-09,5238.38,5238.4,5076.68,5150,34067.012311,175633627.316373,253381,16967.006115,87496291.7573163,"down",3.19
"464",2019-04-10,5150,5422,5135,5308.25,40073.620471,210870034.512055,260967,21269.620949,111952601.712348,"up",5.59
"465",2019-04-11,5307.86,5332.67,4927,5017.37,54696.600686,277736905.857498,369304,26631.112409,135174561.688529,"down",8.23
"466",2019-04-12,5017.37,5080.58,4861.22,5048.01,33276.678614,166485761.079312,226036,16899.590533,84561818.2788882,"up",4.51
"467",2019-04-13,5047,5099,5004,5045.22,17292.456802,87375984.4446151,138674,8692.053259,43925293.9222021,"down",1.9
"468",2019-04-14,5047.45,5152.99,5000,5131.3,18281.607739,92594930.4271013,131700,10043.911667,50893945.0276778,"up",3.06
"469",2019-04-15,5131.28,5167.38,4950,5024.95,29057.191581,147687551.941477,204944,14170.252402,72070166.0008441,"down",4.39
"470",2019-04-16,5024.95,5197.72,5003.94,5173.72,24242.229493,123581651.712164,168550,12804.633768,65290617.5159936,"up",3.87
"471",2019-04-17,5173.72,5230.4,5146.8,5202.82,23307.536134,120972345.518216,179490,12172.531724,63190167.8963292,"up",1.62
"472",2019-04-18,5202.41,5287,5198.8,5258.44,22619.239001,118573129.865201,167110,12104.852932,63464128.5433113,"up",1.7
"473",2019-04-19,5258.44,5320,5175,5258.68,24611.236323,128937309.638064,178148,12889.683344,67549701.1250634,"up",2.8
"474",2019-04-20,5258.68,5333.42,5230.1,5291.73,19168.908274,101343660.153244,157080,10029.272262,53029542.9101795,"up",1.98
"475",2019-04-21,5292.91,5314.35,5165,5256.14,25549.570939,133929931.150687,210494,13147.771016,68909870.8136793,"down",2.89
"476",2019-04-22,5257.41,5400,5208.35,5357.14,29563.852309,156632202.970996,210361,15828.004851,83879362.2832235,"up",3.68
"477",2019-04-23,5357.14,5600,5332.41,5493.31,41262.103917,227154061.857714,282563,21260.014469,117054771.357592,"up",5.02
"478",2019-04-24,5490.91,5582.2,5333.35,5415,48224.152413,262493252.935842,339599,23401.18852,127419838.497842,"down",4.67
"479",2019-04-25,5415,5491.84,5102,5219.9,49636.089948,265091565.61466,331089,21401.171965,114223925.417898,"down",7.64
"480",2019-04-26,5220.47,5510,5161.62,5314.1,48912.294513,259659705.651386,333183,25076.718297,133163032.456567,"up",6.75
"481",2019-04-27,5315,5342.5,5257.67,5295.69,15422.896935,81749716.4217444,145733,7918.227056,41978251.8985261,"down",1.61
"482",2019-04-28,5295.69,5340,5259.48,5307.52,14371.433869,76277087.3742408,127730,7160.773725,38011547.9392139,"up",1.53
"483",2019-04-29,5309.81,5332,5178.8,5238.14,19918.135079,104822151.51445,178472,9983.622137,52529726.6306137,"down",2.96
"484",2019-04-30,5238.14,5339.98,5192.15,5320.81,22238.06823,117309839.230798,180989,12264.552938,64721155.0464538,"up",2.85
"485",2019-05-01,5321.94,5402,5316.2,5383.2,17217.473216,92194935.6047804,161488,9636.265899,51604847.8856113,"up",1.61
"486",2019-05-02,5383.2,5538,5370,5492.87,22795.787835,124498567.207654,181896,11908.895892,65029410.500783,"up",3.13
"487",2019-05-03,5494.81,5844,5477.57,5772.69,46297.172849,264435878.92811,338298,24992.74319,142732584.075872,"up",6.69
"488",2019-05-04,5770.62,5900,5587.45,5829.45,39682.408991,228942582.450779,283145,21037.299477,121524183.927433,"up",5.59
"489",2019-05-05,5829.83,5839.9,5696,5775.62,23822.543775,137653160.766022,185365,11824.087921,68357177.9324079,"down",2.53
"490",2019-05-06,5773.18,5805,5619.14,5747.79,25256.596325,144358553.854622,230431,12922.62549,73880906.5033291,"down",3.31
"491",2019-05-07,5749.92,6028.41,5747.74,5846.34,39905.064422,236176663.817921,301388,21302.981217,126064101.912256,"up",4.88
"492",2019-05-08,5846.34,6014.72,5772.2,5987.29,23074.05152,136245255.557208,190966,11960.904032,70659279.913675,"up",4.2
"493",2019-05-09,5986.66,6224.55,5983.71,6209.18,27453.011436,167489934.34359,227841,13875.182356,84696142.5493235,"up",4.02
"494",2019-05-10,6209.95,6468.92,6172,6373.33,36623.61079,231801342.432093,283074,18548.927995,117379030.427325,"up",4.81
"495",2019-05-11,6375.16,7343.99,6372.85,7076.22,74022.424393,507216001.343404,562540,40091.997215,274656200.80251,"up",15.24
